,,,,,,,,,,,,,,,,,
DISCIPLINA,TURMA,NOME DISCIPLINA,Combinar,SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,SABADO,Horário Sigaa,COLEGIADO,CALOUROS,CONCLUINTES,OUTROS,TOTAL,CH,DOCENTE 
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,0,,
